parameter,row_index,row_shape,non_zero_indices,w1,w2,w3,w4,w5,w6,bias
model.9.effective_weight,3412,"(4096,)","436,2300,2718,3330,3966,4050",0.03371082,0.0051803063,-0.013849196,-0.012499158,-0.00390589,0.06711039,-1.6939714
model.9.effective_weight,3413,"(4096,)","289,483,556,960,1991,2638",-0.043713834,-0.034889404,-0.002313853,-0.016907105,-0.052984472,-0.06869195,1.848898
model.9.effective_weight,3414,"(4096,)","139,950,1474,1783,1859,2515",-0.009413148,0.009743922,-0.022313764,-0.02250729,-0.024046501,-0.060875244,1.4502711
model.9.effective_weight,3415,"(4096,)","55,229,2389,2627,2826,3955",0.015576811,0.042895228,0.030407162,0.024570523,0.043327343,0.034122873,-1.7652713
model.9.effective_weight,3416,"(4096,)","538,1049,1528,2733,3066,3078",-0.037579782,-0.024587998,0.0013693532,-0.04892905,-0.0033879464,-0.0264404,1.6877636
model.9.effective_weight,3417,"(4096,)","197,414,522,1815,3124,3720",-0.0164166,0.011009815,0.038073093,0.015337195,-0.0040322775,0.017380986,-1.6945736
model.9.effective_weight,3418,"(4096,)","240,679,2074,2127,2393,3341",0.0075231516,0.015611919,-0.003449429,0.04657201,0.027183281,0.021341242,-1.911223
model.9.effective_weight,3419,"(4096,)","843,1756,2365,3050,3208,4082",0.004406446,0.07454174,0.0055412687,0.012508632,0.018217495,0.021284858,-1.7401605
model.9.effective_weight,3420,"(4096,)","293,1491,1613,2256,2604,3369",0.025160965,0.021889646,0.04853737,0.0126976,0.050700717,0.028370826,-1.4682245
model.9.effective_weight,3421,"(4096,)","417,616,1979,2041,2086,2719",0.026715208,0.017049706,0.029409535,0.02840706,0.029670497,0.058759402,-1.7652535
model.9.effective_weight,3422,"(4096,)","313,348,730,1015,1451,3061",0.0164726,0.025455814,-0.0074588098,0.02385479,4.107698e-05,0.042766362,-1.7908655
model.9.effective_weight,3423,"(4096,)","38,1515,2357,2904,3454,3627",0.023567209,0.008775051,0.059665535,0.013763525,0.018803801,0.061614193,-1.8855993
model.9.effective_weight,3424,"(4096,)","87,794,1670,3015,3136,3203",0.00021250025,0.003937444,-3.085072e-05,0.013147946,0.0023065158,0.026695274,-1.485054
model.9.effective_weight,3425,"(4096,)","124,328,436,552,1419,2658",0.020605339,-0.009495605,0.019037416,0.0460299,0.034464005,0.002884436,-1.8296163
model.9.effective_weight,3426,"(4096,)","1079,2025,2293,2799,3670,3849",0.0025494092,0.012349858,-0.011398596,-0.055080876,-0.011644419,-0.0030608564,1.8910261
model.9.effective_weight,3427,"(4096,)","482,1761,1900,3332,3338,3753",0.017736195,0.030651223,0.00982733,0.015190609,0.0023203604,0.0059392555,-1.5641207
model.9.effective_weight,3428,"(4096,)","65,254,1151,2212,3097,3325",-0.008865817,-0.002841592,0.074485004,0.044711668,0.090690434,-0.006245002,-1.3439987
model.9.effective_weight,3429,"(4096,)","1287,2296,2757,3485,3567,3688",0.014545338,0.0038742765,0.024439374,0.0282832,0.0034823925,0.06514509,-1.9294043
model.9.effective_weight,3430,"(4096,)","102,358,777,951,1054,1058",-0.0056460192,-0.040340472,-0.068578236,-0.062445953,-0.039390765,-0.05508283,1.8402065
model.9.effective_weight,3431,"(4096,)","25,531,1730,1854,2900,3003",-0.02755283,-0.011102408,-0.04530319,-0.0280496,0.0064039766,-0.0219817,1.8989954
model.9.effective_weight,3432,"(4096,)","270,2343,2722,3129,3734,3942",0.031689562,0.049203504,0.013579924,0.011776039,-0.011710946,0.025844093,-1.8372978
model.9.effective_weight,3433,"(4096,)","471,664,1269,2856,3330,4078",0.023793261,0.006858762,0.012737217,0.0017378372,0.010954904,0.050317865,-1.5949497
model.9.effective_weight,3434,"(4096,)","350,993,1177,1391,2045,3744",-0.009467075,0.027459504,0.038175534,-0.01272774,0.026288722,0.042336546,-1.4861885
model.9.effective_weight,3435,"(4096,)","1682,1750,1815,2960,3556,3992",0.045248397,0.020907868,0.009514152,0.031214653,0.04456147,0.023434957,-1.6988411
model.9.effective_weight,3436,"(4096,)","1568,1669,1784,1914,2812,3482",0.0080386745,0.011798629,0.016626956,0.053007834,-0.0018454378,0.052515812,-1.884311
model.9.effective_weight,3437,"(4096,)","1461,1816,2461,2518,3183,3965",-0.0052305167,-0.051893555,-0.032432158,-0.005102596,0.0007359104,-0.035162263,1.8507637
model.9.effective_weight,3438,"(4096,)","1181,1707,2196,2339,3764,3969",-0.0075376728,0.0010366951,0.04241102,0.012855178,0.038849983,0.06879037,-1.8378036
model.9.effective_weight,3439,"(4096,)","239,594,602,814,827,3448",-0.06023833,-0.029574422,-0.00029915158,-0.015052924,-0.04748526,-0.035869833,1.9216025
model.9.effective_weight,3440,"(4096,)","1844,3043,3048,3463,3940,4076",0.029477313,0.02477307,0.008651582,0.03585087,0.0034660578,0.036457933,-1.8383707
model.9.effective_weight,3441,"(4096,)","1444,1713,1863,2333,2922,3534",-0.0031055585,0.004904205,-0.054092668,-0.056011535,-0.035211824,-0.015374884,1.9488344
model.9.effective_weight,3442,"(4096,)","1040,1508,1961,2179,2593,2911",-0.014867202,0.0020802096,-0.06722154,-0.05346508,-0.039434567,-0.035616167,1.7953895
model.9.effective_weight,3443,"(4096,)","956,1034,2124,2604,2838,3841",0.025541915,0.024608605,0.004297097,0.04315567,0.015336028,0.058443315,-1.9290701
model.9.effective_weight,3444,"(4096,)","2,417,749,1748,2197,3366",0.008690183,-0.016720524,-0.03794221,-0.025957553,-0.025170386,-0.04907577,1.8782548
model.9.effective_weight,3445,"(4096,)","576,720,1710,2924,3037,3266",-0.005400406,0.022619864,0.032533757,0.0056357956,0.058651976,-0.009149128,-1.8993247
model.9.effective_weight,3446,"(4096,)","519,1291,1665,3427,3516,3758",0.019436896,0.03891016,0.04109479,0.035387628,0.011842211,0.057273734,-1.9179522
model.9.effective_weight,3447,"(4096,)","2733,2868,3766,3859,3885,3937",-0.053727474,-0.077857964,-0.023953063,-0.06615801,-0.043126192,-0.009202328,1.8051106
model.9.effective_weight,3448,"(4096,)","257,809,1595,2626,3436,3501",-0.00821656,-0.020862117,-0.033830013,-0.047622297,-0.068651415,-0.0042291717,1.8877529
model.9.effective_weight,3449,"(4096,)","1228,2864,2900,3148,3365,3405",-0.005156631,0.0011531654,0.028855508,0.0153237935,-0.006598748,0.024656007,-1.9426302
model.9.effective_weight,3450,"(4096,)","214,286,695,1222,2100,3480",-0.05179572,-0.03388275,-0.005012043,-0.027851908,-0.038347557,-0.021173876,1.8260028
model.9.effective_weight,3451,"(4096,)","199,900,2117,2332,2563,4040",0.063587666,0.030319188,0.013100128,0.009806494,-0.018350452,0.013215231,-1.4868532
model.9.effective_weight,3452,"(4096,)","45,665,951,1454,1566,1655",-0.032841954,-0.01594318,-0.08057401,-0.026839713,-0.0539296,-0.0038013917,1.7116591
model.9.effective_weight,3453,"(4096,)","1364,1945,2169,2384,3126,3342",-0.010843302,-0.009893408,0.008065785,0.0051090787,-0.010011057,-0.07075674,1.8918556
model.9.effective_weight,3454,"(4096,)","257,391,752,2194,3838,4026",-0.0049894634,-0.036961038,-0.061146956,0.005784728,-0.044064622,-0.028463745,1.8437515
model.9.effective_weight,3455,"(4096,)","147,1336,2299,2905,2928,3211",-0.012987198,0.017614765,0.02649749,0.018285813,0.036581956,0.0014397221,-1.8855364
model.9.effective_weight,3456,"(4096,)","174,306,1315,3316,3366,3486",-0.020290997,-0.056319922,-0.026042663,-0.0064735864,-0.07229591,-0.056671392,1.6149621
model.9.effective_weight,3457,"(4096,)","418,513,746,1550,2385,2901",-0.034718655,-0.073648006,-0.01649112,-0.029269809,-0.005132859,-0.015339492,1.9297245
model.9.effective_weight,3458,"(4096,)","299,1103,1313,1564,1630,1924",-0.018071769,-0.065784365,-0.0023968753,-0.016075537,-0.06533809,-0.06816148,1.8487945
model.9.effective_weight,3459,"(4096,)","11,739,770,1077,2659,3203",-0.00898409,0.029056389,0.07101963,0.037138976,0.022237174,0.021465916,-1.6283319
model.9.effective_weight,3460,"(4096,)","999,1524,2479,3148,3344,3944",-0.08139973,-0.050216686,-0.054026645,-0.050344627,-0.07655956,-0.06720044,1.6792076
model.9.effective_weight,3461,"(4096,)","847,954,2700,3093,3287,3558",0.0075116754,0.02494143,0.01802947,0.030215515,0.038254686,0.0029442646,-1.8325585
model.9.effective_weight,3462,"(4096,)","49,315,825,842,2553,3080",0.004068239,0.0133499075,0.054592386,0.047516774,0.013714184,0.0050423127,-1.9332671
model.9.effective_weight,3463,"(4096,)","344,2103,2786,3318,3632,3976",-0.049769107,-0.0024514378,0.0086476635,-0.0702296,0.009329128,-0.01583737,1.7102116
model.9.effective_weight,3464,"(4096,)","117,684,1868,2295,2395,3993",-0.0022310691,0.01830172,0.010994681,0.041387457,0.032905724,0.041379374,-1.6650627
model.9.effective_weight,3465,"(4096,)","2408,2412,2805,2845,3617,3834",-0.0068478733,-0.011383955,-0.06390488,0.01051673,-0.054813363,0.0012826368,1.6823872
model.9.effective_weight,3466,"(4096,)","1746,2326,2750,3076,3837,3938",-0.023377052,-0.029338805,-0.008766944,-0.00905912,0.011113964,-0.044868417,1.9525073
model.9.effective_weight,3467,"(4096,)","785,2708,2740,3521,3915,4066",-0.015275704,0.011385561,-0.0009188774,0.026622107,0.018535255,0.0007115151,-1.9424396
model.9.effective_weight,3468,"(4096,)","434,1812,1955,2881,3647,3820",0.017166745,0.03394019,0.0036808609,0.019798253,0.048435807,0.0056386217,-1.8832965
model.9.effective_weight,3469,"(4096,)","390,453,1118,1543,3364,3836",0.06871907,0.01110749,0.034982055,0.057781864,0.053002015,0.032438714,-1.857629
model.9.effective_weight,3470,"(4096,)","173,249,1563,2793,3690,4076",-0.005568287,0.00630158,0.011219024,0.025144096,0.024080165,0.027333718,-1.8372892
model.9.effective_weight,3471,"(4096,)","376,592,839,2120,2263,3174",0.04117495,0.0060728975,0.023403302,0.025520144,0.013902807,0.0019299937,-1.5650179
model.9.effective_weight,3472,"(4096,)","296,1073,1373,1460,1982,2177",0.02963649,0.0020899356,0.041081753,0.018088073,0.004968917,-0.0028580064,-1.9493444
model.9.effective_weight,3473,"(4096,)","833,1166,1838,2209,2614,2765",0.0001385798,0.027454533,0.016468259,0.052516393,0.0226736,-0.009177519,-1.7593782
model.9.effective_weight,3474,"(4096,)","280,1466,2536,2749,3540,4036",0.013170323,0.021075116,0.025265552,0.04153968,0.063935645,0.033654522,-1.743159
model.9.effective_weight,3475,"(4096,)","962,1014,3220,3561,3786,3822",-0.043582432,0.0076234653,-0.016197769,-0.028892789,-0.04747668,-0.006078534,1.8107699
model.9.effective_weight,3476,"(4096,)","276,539,1138,2869,3539,3819",0.02011075,0.012274285,-0.0008803248,-0.00011740616,0.03871608,0.015357555,-1.9297185
model.9.effective_weight,3477,"(4096,)","1179,2467,3148,3269,3609,4015",0.0028225472,0.04851553,0.033858567,0.01664947,0.02504218,0.053856976,-1.7401575
model.9.effective_weight,3478,"(4096,)","106,739,838,2050,3584,3703",0.060985506,0.038560357,0.026679233,-0.008559593,0.05232599,-0.007659449,-1.8526393
model.9.effective_weight,3479,"(4096,)","1053,1816,2345,3503,3583,4088",-0.03087744,-0.038246747,-0.031526595,-0.034673654,-0.008578008,-0.009357533,1.9374483
model.9.effective_weight,3480,"(4096,)","86,814,1891,2957,3152,3977",0.03527351,-0.017343633,0.0291314,-0.0069558118,0.037936974,0.00726455,-1.4246328
model.9.effective_weight,3481,"(4096,)","140,1640,2374,2928,3302,3978",0.044765327,-0.009207006,0.033327375,0.028045643,0.0031736335,-0.0038600583,-1.7652348
model.9.effective_weight,3482,"(4096,)","415,1759,1824,2123,2312,3275",0.0097060725,0.018721519,0.07144862,0.03002126,0.022653988,0.029160718,-1.7501692
model.9.effective_weight,3483,"(4096,)","520,694,1895,2236,3465,3704",-0.0353758,-0.003878791,-0.04352268,-0.014335627,-0.019190548,-0.024571268,1.8258963
model.9.effective_weight,3484,"(4096,)","80,204,875,1815,1873,3235",-0.023558242,-0.03664268,-0.046213806,-0.020271422,-0.02258711,-0.015149718,1.8141001
model.9.effective_weight,3485,"(4096,)","819,853,1554,2213,2579,3444",-0.024002727,-0.002959332,-0.00811882,-0.02390897,0.009918509,-0.024108771,1.9375354
model.9.effective_weight,3486,"(4096,)","228,655,1432,2229,2337,2463",0.0365249,0.039639324,0.078109436,0.061403017,0.024712825,0.016229201,-1.8709153
model.9.effective_weight,3487,"(4096,)","678,1766,1966,2567,3925,3947",0.04612068,0.04992648,0.015699102,0.009220164,0.027154937,0.013626125,-1.9133732
model.9.effective_weight,3488,"(4096,)","213,937,940,1192,1889,3540",0.012492366,-0.020147808,-0.027361246,-0.03854248,-0.04958293,-0.07001475,1.7165964
model.9.effective_weight,3489,"(4096,)","420,1274,2367,2785,3031,3881",0.037718244,0.03730392,0.047168694,0.038834512,0.014013336,0.01634215,-1.8008795
model.9.effective_weight,3490,"(4096,)","138,393,1183,1200,2011,2063",0.017682947,0.03788222,0.04712262,0.011944291,0.036475927,0.01568013,-1.8315468
model.9.effective_weight,3491,"(4096,)","71,1176,1203,2130,3312,3554",0.009457813,0.0027334031,0.0005130134,-0.038707566,-0.037040833,-0.021917257,1.8628777
model.9.effective_weight,3492,"(4096,)","960,1416,2027,2674,2834,3595",-0.032784637,-0.029002987,-0.05384061,-0.027190082,-0.013783333,-0.033106115,1.8111187
model.9.effective_weight,3493,"(4096,)","2483,2859,3054,3066,3108,3575",-0.011605799,0.005928516,0.005389196,0.021947797,0.05234181,0.0045107324,-1.7789444
model.9.effective_weight,3494,"(4096,)","208,1365,1997,2129,2827,3422",0.012511744,-0.0026511818,0.0015962797,0.03426209,0.010112621,0.022900267,-1.8327422
model.9.effective_weight,3495,"(4096,)","387,696,1004,2556,3904,4056",-0.054980814,-0.03457247,-0.0030570172,-0.08437933,-0.04799486,0.00051321933,1.9093091
model.9.effective_weight,3496,"(4096,)","1447,1590,1627,2140,2407,2415",-0.024113001,-0.012141593,-0.05333069,-0.0035564455,-0.0072917123,-0.063286185,1.9298874
model.9.effective_weight,3497,"(4096,)","5,1268,1316,1634,2968,3898",-0.033879235,-0.016396519,-0.05876865,-0.06331372,-0.0084230425,0.0021263126,1.9090629
model.9.effective_weight,3498,"(4096,)","14,1363,1671,2636,3635,4088",-0.010688307,0.056387782,0.013262902,0.03995408,0.0068960334,0.00082380685,-1.8855636
model.9.effective_weight,3499,"(4096,)","701,1393,1575,1624,2804,3964",0.009980494,-0.004676412,0.0479077,-0.0059540505,-0.023794612,0.051538073,-1.3439835
model.9.effective_weight,3500,"(4096,)","30,759,2094,2108,2737,2993",-0.01833331,0.018331673,0.017090227,0.016006434,0.043455996,0.004777057,-1.6633413
model.9.effective_weight,3501,"(4096,)","501,1635,1757,2716,2963,3043",-0.035776168,0.012166006,0.012581536,0.010004383,-0.05352745,-0.02298236,1.823833
model.9.effective_weight,3502,"(4096,)","312,462,509,1059,1606,2905",0.05967159,-0.0063508223,0.01240859,0.024984827,0.073732264,-0.006697425,-1.759587
model.9.effective_weight,3503,"(4096,)","367,1773,2232,2539,3620,3915",-0.027153209,0.004875216,0.009286043,-9.9314915e-05,-0.030067492,-0.023212025,1.5463543
model.9.effective_weight,3504,"(4096,)","165,668,1359,2038,2103,2239",0.017829094,-0.019560343,-0.070080504,0.0044528903,0.0068206694,-0.04074199,1.8629926
model.9.effective_weight,3505,"(4096,)","810,1038,2186,2218,3243,3420",-0.0409923,-0.047797788,-0.063517645,-0.018613713,0.0061563626,0.01353177,1.6143918
model.9.effective_weight,3506,"(4096,)","599,2293,2772,3357,3970,4090",0.033593077,0.0006930411,0.005394392,0.024186468,0.017293325,0.025105147,-1.9252595
model.9.effective_weight,3507,"(4096,)","203,440,563,1407,2232,3316",-0.06179138,0.00026644737,-0.046187054,-0.024138939,0.0072188987,-0.016065368,1.8487809
model.9.effective_weight,3508,"(4096,)","576,749,1102,1376,3002,4046",-0.0030092495,-0.060687542,-0.0028993718,-0.021270858,-0.073631026,-0.039129604,1.678179
model.9.effective_weight,3509,"(4096,)","246,377,702,1114,1947,3917",0.0111448895,0.0028517314,0.039506663,0.019004636,0.046682615,-0.0061760717,-1.6641663
model.9.effective_weight,3510,"(4096,)","25,169,2699,3025,3280,3741",0.028354842,-0.010431433,0.016934924,-0.0070361244,0.040764183,0.034425862,-1.690993
model.9.effective_weight,3511,"(4096,)","491,1877,3269,3454,3558,3751",0.0035113462,-0.012550947,-0.0131726,0.011902489,-0.012737112,0.0010060318,1.6121684
model.9.effective_weight,3512,"(4096,)","45,452,610,643,1868,3887",0.024569253,0.06391677,-0.0010355643,0.013082086,-0.0106032025,0.009303896,-1.5686191
model.9.effective_weight,3513,"(4096,)","1296,1721,1765,2714,3360,3558",0.01600273,0.05670407,0.006012389,0.008595784,0.03682778,0.009109397,-1.9203119
model.9.effective_weight,3514,"(4096,)","444,1231,2419,2674,3375,3753",0.024837798,0.0714698,0.011616412,0.028445968,0.020825345,0.009206985,-1.8610939
model.9.effective_weight,3515,"(4096,)","598,1029,1541,2377,2988,3671",0.003003024,-0.034361854,-0.052512817,-0.03700035,-0.03765647,-0.049229275,1.9486504
model.9.effective_weight,3516,"(4096,)","143,643,2305,2623,2876,3635",0.003629474,0.00016103967,0.00073035737,0.015694728,0.020089833,-0.011113489,-1.76393
model.9.effective_weight,3517,"(4096,)","328,1024,1444,1853,2117,3384",0.014917079,0.014561658,0.012265389,0.04451826,0.016614044,0.06593941,-1.6929227
model.9.effective_weight,3518,"(4096,)","540,1951,2056,2273,2798,4081",-0.055290584,-0.046424802,-0.05809848,-0.077750795,0.0032803968,-0.0018169108,1.8915992
model.9.effective_weight,3519,"(4096,)","75,593,666,1264,3149,3163",0.01921718,0.03009292,-0.009342315,0.03328796,0.041261107,0.011363969,-1.8399442
model.9.effective_weight,3520,"(4096,)","1019,2505,3003,3017,3754,3829",-0.064585365,-0.011134629,0.011171649,-0.0073352125,-0.07297136,-0.0114314975,1.708718
model.9.effective_weight,3521,"(4096,)","1643,1799,1900,2524,3578,3761",0.004107561,0.025160963,0.021278095,0.022281665,0.02328116,0.0320817,-1.7668835
model.9.effective_weight,3522,"(4096,)","272,774,816,1047,1202,2617",0.020731732,0.03604901,0.04170809,-0.009741052,0.05195842,-0.009909095,-1.83294
model.9.effective_weight,3523,"(4096,)","1384,1870,2155,2728,3671,3788",0.054207645,-0.0057400134,-0.013409208,0.023169195,0.046109553,0.02948522,-1.6232889
model.9.effective_weight,3524,"(4096,)","332,735,2540,3211,3514,3540",0.017349768,-0.045552585,0.0017936332,-0.013411977,-0.032721497,-0.053799458,1.7428119
model.9.effective_weight,3525,"(4096,)","356,550,1212,1860,2150,2201",0.012860026,0.0412926,-0.006111779,0.0073713744,0.03222136,0.018228885,-1.4680322
model.9.effective_weight,3526,"(4096,)","258,1462,2401,2999,3747,4020",-0.004869482,0.017971216,-0.0074256007,0.0051656514,0.023916293,0.038429733,-1.5686294
model.9.effective_weight,3527,"(4096,)","825,1578,1861,2178,3173,3904",0.02303521,0.015494743,0.017942673,-0.0023648934,-0.016088648,0.04984032,-1.6229811
model.9.effective_weight,3528,"(4096,)","1148,1518,2139,2805,3298,3742",-0.013702959,0.06131944,0.02205184,0.045075893,0.014209443,0.02591476,-1.8984826
model.9.effective_weight,3529,"(4096,)","107,570,626,1492,1993,2713",-0.035207186,-0.009612146,0.005579282,-0.043885246,-0.031393282,-0.03491273,1.9487648
model.9.effective_weight,3530,"(4096,)","1511,1881,2424,2599,3324,3632",0.05683337,0.040747106,0.024905896,0.00020493036,0.05305477,-0.017751692,-1.7780504
model.9.effective_weight,3531,"(4096,)","142,980,1862,2578,2639,3130",0.021677405,0.061974272,-0.004596775,0.034328558,0.013109373,0.0046490864,-1.7410047
model.9.effective_weight,3532,"(4096,)","110,1517,3086,3615,3845,4010",0.012912988,0.011935554,0.018805094,0.009474881,0.053389344,0.038620576,-1.8009119
model.9.effective_weight,3533,"(4096,)","282,437,750,3644,3832,3997",0.040483423,0.016895887,0.01565837,0.022822082,0.012165395,0.05985511,-1.7783031
model.9.effective_weight,3534,"(4096,)","200,290,333,1385,3053,3196",0.01160648,0.025281064,0.0033418864,0.0094290655,0.038497593,0.015386989,-1.7668557
model.9.effective_weight,3535,"(4096,)","116,477,1049,1769,2625,3671",-0.019551557,-0.046950158,-0.006187573,-0.06549263,0.0042351633,-0.04331562,1.9296526
model.9.effective_weight,3536,"(4096,)","192,664,1161,2030,3238,3862",0.014438147,-0.019464651,-0.010382785,-0.03201379,-0.03149898,-0.010549478,1.9486902
model.9.effective_weight,3537,"(4096,)","692,1169,1352,2051,2872,3520",-0.0011605073,0.028149514,-0.016739942,-0.0063037127,0.039495118,0.01713273,-1.8980069
model.9.effective_weight,3538,"(4096,)","82,732,2164,2837,3428,3899",-0.0017390243,0.0008525483,-0.010090692,0.026408253,-0.00017588168,0.033953175,-1.5674597
model.9.effective_weight,3539,"(4096,)","7,197,1121,1353,2003,2332",0.008994148,0.018535912,0.010761238,0.009409853,-0.013451028,-0.005401468,-1.5685967
model.9.effective_weight,3540,"(4096,)","677,1195,1408,2366,3312,3705",0.013896637,0.048290674,0.026284508,0.025902271,0.01856129,0.019403016,-1.6953675
model.9.effective_weight,3541,"(4096,)","462,1692,2114,2231,3544,3825",0.002475188,-0.015839715,-0.011412995,-0.010724848,0.011951019,-0.013998709,1.7089418
model.9.effective_weight,3542,"(4096,)","758,872,975,2158,3972,4042",0.00030316223,0.029445581,0.028735444,0.046013217,0.019564467,0.019270275,-1.8849589
model.9.effective_weight,3543,"(4096,)","1497,1710,1754,2003,2722,3653",-0.0072072833,-0.054875396,-0.007228996,-0.023789328,-0.050965983,-0.033036355,1.7847139
model.9.effective_weight,3544,"(4096,)","396,588,2286,2908,3316,4074",-0.0018031138,0.06616978,0.026731413,0.025438078,0.005377663,0.024882678,-1.6283048
model.9.effective_weight,3545,"(4096,)","862,1213,1234,2093,3550,3676",-0.035659872,-0.030865164,-0.013300118,-0.004298912,-0.06784742,-0.008716112,1.8692176
model.9.effective_weight,3546,"(4096,)","742,912,2194,2362,3514,4030",0.0010255196,-0.031683277,-0.004716732,-0.037760526,-0.028855748,-0.053682003,1.9090616
model.9.effective_weight,3547,"(4096,)","538,1032,1808,3029,3539,3951",-0.054769807,-0.04337275,-0.017105727,-0.020720962,-0.054478902,0.019986061,1.682422
model.9.effective_weight,3548,"(4096,)","1405,1427,2334,2774,3496,4048",0.050706662,0.0005404874,0.0021121704,0.059378434,0.081548646,0.04944662,-1.929334
model.9.effective_weight,3549,"(4096,)","1158,1350,1445,1745,2547,4075",0.023367079,0.0128705045,0.028726874,0.070976384,0.031225493,0.004101229,-1.9293358
model.9.effective_weight,3550,"(4096,)","1349,1780,2350,2427,3833,3843",0.01948212,0.007958001,0.008789202,0.019913696,0.059312347,0.00881238,-1.395743
model.9.effective_weight,3551,"(4096,)","1085,1346,1421,2196,2289,3222",-0.025499718,-0.019215342,-0.053619646,-0.048071396,-0.05453499,-0.072974734,1.9096907
model.9.effective_weight,3552,"(4096,)","423,832,868,1755,2249,3958",0.0063627115,-0.011420187,0.016866183,0.047287818,0.0067136055,0.020354455,-1.7650937
model.9.effective_weight,3553,"(4096,)","429,459,1753,2090,2373,2752",0.026067428,0.05629434,0.03935245,0.03589674,0.0026011057,-0.0016117644,-1.7750418
model.9.effective_weight,3554,"(4096,)","828,1043,2061,2947,3071,3904",0.018068308,0.011029416,0.05898998,-0.011052141,0.0068145404,0.060165025,-1.6946301
model.9.effective_weight,3555,"(4096,)","14,194,322,866,3095,3358",0.015144737,0.009903685,0.024742631,0.00427605,0.061165884,0.013912712,-1.8575372
model.9.effective_weight,3556,"(4096,)","121,1697,1981,2667,3275,3587",-0.015554688,-0.0024794063,-0.011574952,0.00838443,-0.040245377,-0.025040358,1.6196028
model.9.effective_weight,3557,"(4096,)","321,551,1163,1268,2987,3039",0.005231829,0.0112810675,-0.0049250955,0.020682007,-0.007187297,0.011728266,-1.6664836
model.9.effective_weight,3558,"(4096,)","1618,1813,1899,2126,2275,3209",0.031612653,0.0049489043,0.01080667,0.013563004,0.017558027,0.04873411,-1.6176077
model.9.effective_weight,3559,"(4096,)","294,432,637,3093,3309,3551",0.019552434,0.0023097214,0.05607043,0.0283041,-0.014457916,-0.0057912697,-1.8608197
model.9.effective_weight,3560,"(4096,)","360,790,1779,2575,3513,3703",0.033498,0.0076937503,-0.0042360397,0.0223731,0.052290257,0.02780006,-1.899071
model.9.effective_weight,3561,"(4096,)","332,937,1000,1390,1939,2295",-0.0017038049,-0.05364634,-0.062801324,-0.059794668,-0.033473257,-0.06453333,1.6755295
model.9.effective_weight,3562,"(4096,)","93,547,1030,1796,1833,2417",-0.045636863,-0.03313177,0.006076439,-0.031692136,-0.04368867,-0.01982714,1.9487481
model.9.effective_weight,3563,"(4096,)","336,2181,3361,3403,3796,4017",0.025670364,0.022747897,0.020226242,0.027196227,0.030743228,0.004075986,-1.9290645
model.9.effective_weight,3564,"(4096,)","1966,1974,2297,3162,3184,4016",0.003459651,0.044371255,0.04952533,0.07151356,0.014601714,-0.004932986,-1.6926143
model.9.effective_weight,3565,"(4096,)","611,674,1363,1655,2402,3125",-0.023196165,-0.036464367,-0.058072343,-0.017898664,-0.034844954,-0.026780538,1.930067
model.9.effective_weight,3566,"(4096,)","102,2030,2113,2331,2822,2901",0.002552627,-0.06531474,-0.08183862,-0.013691712,-0.013967847,0.010722817,1.9374802
model.9.effective_weight,3567,"(4096,)","869,1421,2591,3298,3345,3543",0.042381283,0.055261496,0.0117275715,0.031312343,0.007736578,0.002745609,-1.9332745
model.9.effective_weight,3568,"(4096,)","1774,2083,2426,2549,2956,3751",-0.007677244,-0.02037824,-0.016636992,0.014315729,-0.035119332,-0.022669712,1.8258872
model.9.effective_weight,3569,"(4096,)","135,702,1020,2086,2333,2551",-0.03318068,-0.059949074,-0.0070324778,-0.047695488,-0.058837414,-0.08385145,1.8111464
model.9.effective_weight,3570,"(4096,)","238,276,392,1112,3364,3444",-0.008835843,0.008193802,0.010275126,0.023978166,0.055037413,0.0053857407,-1.7772305
model.9.effective_weight,3571,"(4096,)","63,157,310,1685,3966,4018",0.004640072,0.071824096,0.0051116273,0.055269837,0.01356771,0.022361588,-1.6236951
model.9.effective_weight,3572,"(4096,)","210,800,1913,3105,3436,3924",0.023117807,0.003995337,0.014651379,0.050593846,0.05355711,0.0053510405,-1.7788725
model.9.effective_weight,3573,"(4096,)","1399,1625,2350,2917,3153,3731",0.027376113,-0.00486363,-0.012105887,0.026831152,-0.001563959,-0.015653456,-1.5854132
model.9.effective_weight,3574,"(4096,)","461,1247,1251,1662,2500,2551",-0.08362794,-0.00094396464,-0.028764542,-0.011561681,0.020514583,-0.056411136,1.8142222
model.9.effective_weight,3575,"(4096,)","70,161,888,2222,3595,3623",-0.07849177,-0.042297076,-0.041398495,0.0037261841,-0.06642399,-0.011414941,1.7955103
model.9.effective_weight,3576,"(4096,)","327,927,2452,2892,3302,3737",0.02611545,0.007662327,0.003439348,-0.008757767,0.02152063,-0.013220424,-1.7595757
model.9.effective_weight,3577,"(4096,)","691,1144,1777,1845,2208,3497",-0.046297166,-0.028629933,0.002799707,-0.060217254,-0.02745977,-0.019801566,1.9297479
model.9.effective_weight,3578,"(4096,)","554,1619,1929,3634,3751,4008",0.03032715,0.01802253,0.018274926,0.05017159,-0.0036037813,0.0020676085,-1.6690435
model.9.effective_weight,3579,"(4096,)","2073,2116,2329,3082,3884,3994",-0.0125182895,0.065059274,0.07059577,0.08880411,0.023096446,-0.02155259,-1.3595327
model.9.effective_weight,3580,"(4096,)","761,1644,1774,1803,3611,3904",-0.026855594,-0.026063234,-0.027731823,-0.045498073,-0.04970075,-0.059178866,1.8169199
